file,qualified_name,start_line,end_line,source_kind,generated,rustycpp_status,migration_class,reason
android/app/src/main/cpp/generated/animal_generated.h,add_name,48,48,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,add_sound,51,51,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,add_weight,54,54,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,AnimalBuilder,57,57,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,Finish,60,60,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,CreateAnimal,66,71,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,CreateAnimalDirect,78,81,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,VerifyAnimalBuffer,94,95,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,VerifySizePrefixedAnimalBuffer,98,99,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,FinishAnimalBuffer,102,105,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
android/app/src/main/cpp/generated/animal_generated.h,FinishSizePrefixedAnimalBuffer,108,111,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
benchmarks/cpp/bench.h,~Bench,7,7,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
benchmarks/cpp/bench.h,Add,8,9,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
benchmarks/cpp/benchmark_main.cpp,Encode,7,9,HANDWRITTEN_CPP,False,CPP_UNVERIFIED,B_DIRECT_MIGRATION,ordinary C++ control/data-flow without detected boundary
